"1","X1","X2","X3"
-0.224503650860829,0.250062626709342,-0.189663388640326,0.0259549040521628
-0.162862478566211,0.181403816937956,-0.137588183750198,0.0188285579707736
-0.129729126731319,0.144498345869898,-0.109596728992461,0.014998005708021
-0.210134855035094,0.23405799242809,-0.177524456838816,0.024293725200184
-0.25007213943973,0.278542000610443,-0.211263955792314,0.0289108812279442
-0.121193835554046,0.134991340868714,-0.102386012188942,0.0140112392892391
-0.264057640646048,0.294119703485603,-0.223079075682138,0.0305277473258431
-0.421133012708754,0.46907757155919,-0.355778242146119,0.0486872569605999
-0.251429900742335,0.280054338411953,-0.212411008896482,0.029067852235764
-0.282449865361884,0.314605820329741,-0.238617048676627,0.0326540754544723
-0.37945611136698,0.422655896977646,-0.320569093848529,0.0438689835322192
-0.422226670637625,0.470295738717569,-0.356702177538741,0.048813694933884
-0.390926330480031,0.435431961461868,-0.330259273126625,0.0451950574530441
-0.339567590888775,0.378226204328626,-0.286870791247494,0.0392574651100251
-0.415010263682923,0.46225776841474,-0.35060567001386,0.0479794049372962
-0.422237982272549,0.470308338143596,-0.356711733744186,0.0488150026738607
-0.409646637241209,0.456283511374554,-0.346074413785127,0.0473593152009711
-0.138371383278758,0.154124493884249,-0.116897811429211,0.0159971384108651
-0.418563979693606,0.466216062887025,-0.353607892108098,0.0483902506305945
-0.134066991601133,0.149330061877617,-0.113261409488827,0.015499506980074
-0.0910026023848587,0.101362938653726,-0.0768800947210433,0.0105208258500007
-0.284709996667749,0.317123259885336,-0.240526434829586,0.0329153696069909
-0.376673242346952,0.419556207799906,-0.318218092577695,0.0435472555864704
-0.361481277836755,0.402634689883701,-0.305383737955579,0.0417909100673035
-0.418181514650271,0.465790055501425,-0.353284781032277,0.0483460337839418
-0.414252433453367,0.461413661795199,-0.349965445907033,0.0478917920596412
-0.396858324282526,0.442039292550639,-0.335270692948354,0.0458808562335603
-0.358878364022285,0.39973544319863,-0.303184765010158,0.0414899867725081
-0.383289073124948,0.426925228374257,-0.323807226113896,0.0443121128723534
-0.34419897484123,0.383384855566634,-0.290783440200635,0.0397929001715654
-0.419152115231511,0.466871155652357,-0.354104756095258,0.0484582450769986
-0.415833036872135,0.463174211528655,-0.351300758715313,0.0480745258812132
-0.364692190070514,0.406211153536868,-0.308096355289624,0.0421621241594912
-0.339384163109182,0.378021893921198,-0.286715829249704,0.0392362589942155
-0.29071541939219,0.323812379528671,-0.245599888289107,0.0336096575172671
-0.312456692020487,0.34802882198112,-0.263967177303005,0.03612316962665
-0.202090235078745,0.225097519894795,-0.170728264993407,0.0233636853620675
-0.356230813834075,0.39678647844073,-0.300948082718508,0.041183903059193
-0.302701452270886,0.337162981418568,-0.255725833249963,0.0349953647524937
-0.253756366591612,0.28264566447275,-0.214376435270788,0.0293368153357719
-0.195156426542016,0.217374320877114,-0.164870500016237,0.0225620666151259
-0.316411562921681,0.352433941461614,-0.267308299881099,0.0365803929029112
-0.107401214713768,0.119628477132195,-0.0907338399558057,0.0124166721222259
-0.164239786380871,0.182937926555331,-0.138751749983209,0.0189877887540715
